Keyword,Frequency
system modeling, aquifers,1
systematic analysis,1
system operation, fault detection, algorithm,1
system pressure,1
system sustainability, controllers,1
system theory, back propagation neural networks,1
system theory, sustainable development,1
system variables, arid regions,1
sustainable manufacturing, sustainable development,1
sustainable manufacturing, scheduling,1
sustainable management, remote sensing, artificial neural network,1
sustainable livelihoods,1
sustainable development, back-propagation artificial neural network,1
sustainable development, biomass logistics,1
sustainable development, biomass wastes,1
sustainable development, building performance,1
sustainable development, building performance simulations,1
sustainable development, carrying capacity,1
sustainable development, cartesian genetic programming,1
sustainable development, chromatographic conditions,1
sustainable development, classification accuracy,1
sustainable development, classification results,1
sustainable development, co2 emissions,1
sustainable development, coastal sustainability,1
sustainable development, coefficient of determination,1
sustainable development, compact structures,1
sustainable development, competitive business,1
sustainable development, ash disposal sites,1
sustainable development, artificial neural network approach,1
sustainable development, artificial intelligence methods,1
sustainable development, amazon rain forest,1
sustainable development, adaptive neuro-fuzzy,1
sustainable development, advanced forecasting,1
sustainable development, aggregate production,1
sustainable development, agricultural industries,1
sustainable development, agricultural productions,1
sustainable development, agroforestry system,1
sustainable development, analytic network process,1
sustainable development, article,1
sustainable development, analytical determination,1
sustainable development, analytical hierarchy process,1
sustainable development, animal census,1
sustainable development, ann modeling,1
sustainable development, anthropogenic process,1
sustainable development, arrival trend,1
sustainable development, comprehensive assessment,1
sustainable development, computational model,1
sustainable development, computational sustainability,1
sustainable energy, availability,1
sustainable development, materials,1
sustainable development, model based systems,1
sustainable development, solar energy,1
sustainable development, turkey,1
sustainable economics,1
sustainable energy management,1
sustainable environmental management, algorithms,1
sustainable development, land cover classification,1
sustainable fishery, decision making,1
sustainable forestry,1
sustainable groundwater management,1
sustainable groundwater management, groundwater resources, algorithm,1
sustainable land use,1
sustainable livelihood, computational linguistics,1
sustainable development, landforms,1
sustainable development, information management,1
sustainable development, computer numerical control machining,1
sustainable development, dynamic variations,1
sustainable development, crop cultivation,1
sustainable development, cutting intensity,1
sustainable development, decision support system (dss),1
sustainable development, decision support tools,1
sustainable development, design rationale,1
sustainable development, development degree,1
sustainable development, ecosystem monitoring,1
sustainable development, industry,1
sustainable development, elman neural network,1
sustainable development, environmental management,1
sustainable development, fisheries,1
sustainable development, genetic algorithms,1
sustainable development, green supply chain management,1
sustainable development, historical information,1
state space methods, chaotic dynamics,1
state reduction methods,1
state reduction,1
single crystals,1
signaling, associative interactions,1
signals,1
significant deteriorations,1
silurus glanis,1
silviculture,1
similarity-based modeling,1
simple rules,1
simplifying assumptions,1
simulated annealing algorithm,1
simulated annealing algorithms,1
simulation framework,1
simulation optimization,1
simulator,1
simulink, process control, biofuel,1
simultaneous determinations, chemical analysis, guaifenesin,1
signal-to-noise ratio,1
signal processing, fault classification,1
sichuan,1
shipboard power plants,1
shear wave velocity,1
shear waves,1
sheet metal forming,1
sheet metal, fe analysis,1
shells (structures),1
shenzhen,1
shipbuilding,1
short-term wind speed forecasting,1
shiraz,1
sholl method,1
shore protection,1
short term load forecasting,1
short term load forecasting, neural networks,1
short-term wind power predictions,1
simultaneous optimization,1
sintering,1
social influence,1
site characterization,1
smart home technology,1
smart homes, power transformers,1
smart living,1
smart plug,1
smart power grids (spg), electric power system control,1
smart power grids, activation functions,1
smart power grids, power plants,1
smart sensors,1
smart structures,1
smart-structure technologies, decentralized control,1
soccer simulation,1
social and economic development, long short-term memory,1
social change,1
social concerns,1
social development,1
smart home environment,1
smart home,1
smart growth,1
slags,1
site investigation,1
site selection,1
situ transesterification, exergy,1
size distribution,1
skeletal structures,1
slag,1
slavic languages,1
smart grids,1
small modular reactors,1
smart bioproduction grids,1
smart cities,1
smart energy policy, adaptive control systems,1
smart grid (sg),1
smart grid, deep neural networks,1
shear flow,1
shape clustering,1
shandong,1
sfe,1
selective collection,1
selective harvest,1
selective laser sintering, industrial research,1
self organizing feature maplearning vector quantization,1
self organizing map,1
self organizing maps, conservation priorities,1
self organizing maps, environmental sustainability, sustainable development,1
self-calibrating,1
self-calibration techniques,1
self-driving,1
self-organising maps,1
self-organising maps (som),1
self-organization,1
self-organizing radial basis network (sorbn),1
self-sustainablity,1
seismic velocity,1
seismic survey,1
sediment deposition,1
season algorithm,1
screen design,1
sea level,1
sea level change,1
seamless mobility,1
search algorithms,1
search engines,1
seasonal climate forecast,1
security risks, hopfield neural networks,1
seasonal variability,1
seasonal variation,1
seasonality, dera ismail khan,1
seawifs,1
secondary forest,1
security,1
self-sustainablity, cellular neural networks,1
semantic segmentation,1
semantics,1
sewage treatment,1
service life planning,1
service life prediction,1
service life prediction, quality control,1
service quality,1
sewage pumping plants,1
sewage sludge,1
sewer,1
sequential implementation,1
sewer condition,1
sewer mains,1
sewer network,1
sewer pipelines,1
sewer pipers,1
sewer pipes,1
service life,1
sequence models, deep learning,1
semantics, carbon dioxide absorption,1
semiconductor,1
semi arid,1
semi-arid conditions,1
semi-arid tunisia,1
semi-arid watershed,1
semi-automated,1
semi-automated methods,1
sensation,1
sequence models,1
sensation, artificial intelligence,1
sensitivity analysis, artificial neural network modeling,1
sensitivity analysis, neural networks, artificial neural network,1
sensor technologies,1
sensory system,1
sentiment analysis,1
social factor,1
social interactions, economic and social effects,1
state of water quality,1
species conservation,1
spatial nonlinearity,1
spatial nonlinearity, groundwater resources, agricultural catchment,1
spatial parameters,1
spatial processing,1
spatial resolution,1
spatial scale,1
spatial scales,1
spatial signals,1
spatio-temporal analysis,1
spatio-temporal change analysis,1
spatio-temporal changes, image analysis,1
spatio-temporal coupling relationship,1
spatio-temporal optimizations,1
spatiotemporal patterns,1
spatiotemporal variability,1
spatial interpolation, deep learning,1
spatial distribution, risk perception, artificial neural network,1
spatial differences,1
space research,1
south asia,1
south asia, decapoda (crustacea),1
south atlantic,1
south-to-north water diversion,1
south-to-north water diversions,1
southern europe,1
spacetime structures,1
spatial correlations, signal encoding,1
spain, agriculture,1
spam detection,1
spatial and temporal variability,1
spatial and temporal variation,1
spatial context, classification (of information), article,1
spatial context, remote sensing, algorithm,1
speaking plant approach,1
species diversity,1
social life,1
species-area relationship, galveston bay,1
src,1
ssc,1
stabilisation,1
stadiums,1
staged development,1
stakeholder engagement,1
stakeholders,1
stale,1
standard genetic algorithm,1
standard penetration test,1
standardized precipitation index,1
standardized precipitation index, climate models, catastrophic event,1
standards, machine learning,1
standby power systems,1
standby power systems, artificial intelligence techniques,1
squalius cephalus,1
springback prediction, finite element method,1
springback,1
spiking neural network(snn),1
specific gravities, neural networks,1
specific sites,1
specifications,1
spectrometry,1
speech recognition,1
speed,1
spiking neural networks (snn),1
spring-back,1
spiking neural networks, cost estimating,1
splines,1
spot disease, algorithms,1
spraying,1
spraying, pesticide effects, biocides,1
spread parameter,1
source modeling,1
sorting,1
son,1
somewhat homomorphic encryptions, cryptography,1
soft computing models, rivers,1
soft computing techniques,1
soft computing, arima,1
soft computing, case based reasoning,1
soft computing, energy,1
soft sensors,1
softcomputing techniques, electric load forecasting, accuracy assessment,1
software cost estimation (sce),1
software cost estimations,1
software development life cycle,1
software package matlab, computer software,1
software testing,1
software-based,1
soil,1
soil and water assessment tools,1
soft computing models,1
sofm neural network,1
socioeconomic status,1
social-ecological systems framework,1
social media, china,1
social networking (online),1
social progress,1
social sciences computing,1
social sustainability,1
social-ecological systems,1
societies and institutions,1
socioeconomic factors,1
societies and institutions, neural networks,1
socio-economic data,1
socio-economic development,1
socio-economic development, groundwater resources, agricultural production,1
socio-economic driving forces,1
socio-economics, computer science,1
soil biology,1
soil carbon,1
soil classification,1
solitary set,1
solar modeling, solar power generation,1
solar radiation data,1
solar radiation simulation,1
solar radiation, argentina,1
solid recovery fuel,1
solid-state fermentation, agricultural wastes,1
solitary set, rough set theory,1
solar cell arrays,1
solubility,1
solution and solubility,1
solutions,1
solvent, analytical equipment,1
solvents,1
somatosensory cortex,1
solar furnaces,1
soils, cotton stalk,1
soil conditioning,1
soil microorganism,1
soil conditioning index,1
soil degradation,1
soil erosion, landforms,1
soil fertility,1
soil mapping,1
soil mesofauna, coal ash,1
soil moisture,1
soils, carbon content,1
soil nitrogen,1
soil profile,1
soil respiration,1
soil sample,1
soil stabilization,1
soil testing,1
technical details,1
technical diagnosis,1
technical diagnostics,1
water resources management,1
water quality indexes,1
water quality parameters,1
water quality parameters, water resources,1
water quality, adaptive neuro-fuzzy inference system,1
water quality, algeria,1
water quality, anfis,1
water quality, artificial intelligence tools,1
water quality, asia,1
water quality, biological oxygen demand analysis,1
water quality, ecological data,1
water quality, iran,1
water resource management,1
water resource, al batinah,1
water resource, article,1
water resource, china,1
water quality index,1
water quality datum,1
water quality characteristics,1
water movements, asia,1
water levels, groundwater resources, artificial neural network,1
water management artificial neural networks,1
water management strategies, water resources,1
water management, china,1
water management, deforestation,1
water management, groundwater resources,1
water pipelines,1
water purification,1
water piping systems,1
water pollutant,1
water pollutant, adsorption,1
water pollutants,1
water pollutants, chemical,1
water pollution indicator,1
water resources carrying capacities, ecology,1
water resources management, aquifers,1
water treatment, ann (artificial neural network),1
water resources, effective reservoir,1
water supply, bangkok,1
water supply, canada,1
water supply, climate models,1
water supply, conjunctive use,1
water supply, croatia,1
water supply, economic efficiency,1
water supply, fars,1
water supply, groundwater exploitation,1
water supply, iran,1
water supply, ireland,1
water supply, melbourne,1
water supply, rivers,1
water supply, water distribution systems,1
water sustainability, spectrum analysis,1
water treatment plants, artificial neurons,1
water supply, asia,1
water supply, arid and semi-arid regions,1
water supply, annaba region,1
water storage, brazil,1
water resources, municipal water,1
water resources, optimization, artificial neural network,1
water resources, sustainable development,1
water sampling,1
water service,1
water storage,1
water storage, china,1
water supply, ann,1
water supply system sustainability,1
water supply systems, advanced forecasting,1
water supply systems, artificial neural network,1
water supply systems, methodological approach,1
water supply, agent model,1
water supply, agriculture,1
water gas shift, bio-hydrogen production,1
water gas shift (wgs) reaction, clustering algorithms,1
water footprint,1
water flow,1
vulnerability, china,1
vulnerability, europe,1
vulnerability, tunisia,1
wakes,1
wall, china,1
walled buildings,1
wangqing,1
warning conditions,1
warning signs,1
waste,1
waste cooking oil,1
waste disposal,1
waste management systems, waste management,1
waste management, developed countries,1
waste management, solid waste, analysis,1
vulnerability maps, network security,1
vulnerability indicators,1
vulnerability index,1
vms,1
virtualized healthcare,1
visibility,1
vision-based system, automation,1
visual access, civil engineering,1
visual cortexes, anthropomorphic robots,1
visual inspection, bridges,1
volatile organic compound, air pollutant,1
vulnerability assessments,1
volatile organic compound, china,1
volatile organic compounds,1
voltage control,1
voltage control, distribution systems,1
voronoi vectors,1
voronoi, vector quantization,1
waste of electrical and electronic equipment (weee), developing countries,1
waste of electrical and electronic equipments,1
waste technology, agricultural waste,1
water distribution networks, bioinformatics,1
water content,1
water deficit, droughts,1
water demand forecast modeling, water supply systems, computer simulation,1
water demand forecasting,1
water demand forecasting, climate change, artificial neural network,1
water demand management, decision support systems,1
water distribution networks, data visualization,1
water availability,1
water distribution systems, risk assessment, artificial neural network,1
water distributions, neural networks, artificial neural network,1
water ecological footprint,1
water ecological sustainability,1
water economics,1
water erosion,1
water based, milling (machining),1
water analysis,1
waste treatment, architectural icon,1
wastewater disposal, neural networks, artificial neural network,1
waste utilization,1
waste valorization,1
waste water management,1
waste water management, discriminant analysis,1
waste water systems,1
wastewater,1
wastewater infrastructure, decision support systems, artificial intelligence,1
water absorption, effective parameters,1
wastewater treatment plant,1
wastewater treatment plants, wastewater treatment,1
wastewater treatment, adsorption,1
wastewater, allium cepa,1
water absorption,1
water absorption, cement mortars,1
water treatment systems, wastewater reclamation,1
water use,1
virtual water energy nexus network,1
world bank,1
wire-cut edm,1
wireless communications, fault detection,1
wireless networks, actor critic,1
wireless networks, adaptive control,1
wireless networks, cellular network,1
wireless networks, network architecture,1
wireless sensor networks, artificial neural network,1
wireless sensor networks, development and evaluation of the systems,1
wireless telecommunication systems, cooperative adaptive cruise control,1
woodland systems, forestry, deforestation,1
word network,1
work compatibility, neural networks,1
working memory,1
working memory, neural networks,1
workplace environment,1
wire, adaptive neuro-fuzzy inference system,1
wire cut electric discharge machining, electric discharges,1
wind, inherent variability,1
wind speed, fuzzy inference,1
wind power predictions, fuzzy inference,1
wind power, adaptive neuro fuzzy inference systems (anfis),1
wind power, adaptive neuro-fuzzy inference system,1
wind power, anfis,1
wind shear,1
wind speed prediction, weather forecasting,1
wind speed, speed, algorithm,1
wind, agroclimatic frost,1
wind speed, wind power, alternative fuel,1
wind turbine,1
wind turbines, distribution features,1
wind velocity,1
wind velocity, atlantic coast [morocco],1
wind velocity, mexico [north america],1
workplace environments, artificial heart,1
world heritage designation,1
water use, allium cepa,1
world heritage designation, economic and social effects, business development,1
yellow river,1
yellow warning method, agricultural engineering,1
yield factor, china,1
yield, bayesian networks, artificial neural network,1
yunnan,1
zayandeh basin,1
zayandehrud basin,1
zayandehrud basins, water resources, artificial neural network,1
zea mays,1
zero net energy buildings,1
zinc,1
zinc oxide, deformation resistance,1
zinc, binding mechanisms,1
zone identification,1
zoning policy, assam,1
yangtze river, artificial neural network,1
yangtze river delta,1
yangtze river,1
wulingyuan scenic spot,1
world heritage site, san antonio,1
world, artificial intelligence,1
wrky36 transcription factor, arabidopsis,1
wss,1
wudongde dam,1
wuhan,1
xgboost,1
yangtze delta,1
xgboost, energy efficiency,1
xiang river,1
xiangjiang watershed,1
xiangjiang watershed, cluster analysis,1
xizang,1
yangtze basin,1
wind power predictions,1
wind power prediction,1
wind power plant,1
wind potential,1
wavelet analysis, baiyangdian lake,1
wavelet analysis, canada,1
wavelet analysis, computer simulation, chlorophyll a, artificial neural network,1
wavelet decomposition, additive decomposition,1
wavelet decomposition, co2 emissions,1
wavelet neural network (wnn),1
wavelet neural networks, aquifers,1
wavelet transform,1
wavelet transform coefficients, fault detection,1
wavelet transformation,1
wavelet transformations, aquatic ecosystems,1
wavelet transformations, wind,1
wavelet transforms, classification decision,1
wavelet transforms, controller systems,1
wavelet, forecasting,1
wavelet analysis, accuracy,1
wave propagation, atterberg limits,1
watersheds, water resources,1
watershed, agriculture,1
water utility, data fusion,1
water wells, groundwater resources, aquifer pollution,1
water-based mql,1
water-level fluctuation,1
water-logging,1
watershed management, china,1
watershed, analysis of variance,1
watersheds, water analysis, cluster analysis,1
watersheds, anfis,1
watersheds, best management practice (bmps),1
watersheds, cellular automata modeling,1
watersheds, land use,1
watersheds, neural networks, aquifer,1
watersheds, underground reservoirs, artificial neural network,1
wavelet-fuzzy logic,1
wavelet-multilayer perceptron,1
wavelets,1
wetland conservation,1
weka,1
welding, back propagation neural networks,1
well water, india,1
wellbeing, china,1
western europe,1
wetland,1
wetlands, chongming dongtan wetlands,1
weighted principal component analysis,1
wheat production, radial basis function networks,1
wheat, ohio,1
wind,1
wind energy production,1
wind farm,1
wind parameters, tower cranes,1
weighting coefficients,1
weighted decision matrix,1
wa–ann,1
web services, atmega micro controllers,1
wear of materials, computational intelligence methods,1
weather forecasting, adaptive neuro-fuzzy inference system,1
weather forecasting, neural networks, artificial neural network,1
weathering, shrimp culture,1
web search data,1
web searches, big data,1
websites, auto-regressive integrated moving average,1
weight of evidence,1
weed control, italy, echinochloa,1
weee management, electronic waste,1
weibull distribution,1
weibull distribution, manufacture,1
weibull probability,1
weibull theory,1
virtual water, water resources, energy resource,1
virtual water,1
technical presentations,1
tracking (position),1
topology, attractor networks,1
topsis, analysis of variance (anova),1
torque,1
torque, al7075,1
torsional stress,1
total cost of ownership, cost reduction,1
total energy consumption,1
total precipitation,1
tourism economics,1
tourism market,1
tourism potential of heritage architecture,1
tourism sustainability,1
tourist accommodations,1
tourist destination, china,1
toxic elements,1
topology configurations, sustainable development, article,1
topographic index,1
tools, small nuclear reactors,1
time to failure, decision making,1
timber harvesting, amazonas [brazil],1
timber, feasibility models,1
time frequency analysis,1
time series analysis, auto-regressive integrated moving average,1
time series forecasting,1
time series prediction,1
time-frequency points, life cycle,1
tools, artificial intelligence tools,1
time-series forecasting,1
timing jitter,1
tobin's q,1
tobin's q, sustainable development,1
tool wear,1
tools and techniques, knowledge based systems,1
toxic elements, soil pollution, algorithm,1
traction control,1
tree crown recognition, data communication systems,1
trade off,1
transesterification reaction, backpropagation algorithms,1
transfer learning, long short-term memory,1
transgenic organism,1
translational medical research,1
translational research, aged,1
transmission line protection,1
transport infrastructure, finite element method,1
transport sectors,1
transport vehicle,1
transportation,1
transportation electrifications, smart power grids,1
transportation sector,1
transportation, environmental directives,1
transportation, identification of material parameters,1
tree,1
transcriptomics,1
transcription factor,1
trans-boundary, air pollution,1
traffic environmental loads,1
tradeoff evaluation,1
tradeoff evaluation, communication channels (information theory),1
trading environments, gold,1
traditional nigerian architecture,1
traffic control, bi-level programming,1
traffic demand, urban planning, artificial neural network,1
traffic management,1
trajectory, asia,1
training aircraft, artificial neural network models,1
training algorithms,1
training and testing, forestry, artificial neural network,1
training and testing, learning algorithms,1
training parameters, greenhouse gases, artificial neural network,1
training sample, management science,1
timber harvesting,1
tibet autonomous region, information management, accessibility,1
thymallus thymallus,1
thrust forces, cutting tools,1
temperature effect, article,1
temperature effect, saccharum,1
temperature modelling,1
temperature prediction, asphalt mixtures,1
temperature, biotechnology,1
temporal analysis,1
temporal and spatial variation,1
temporal and spatial variation, geographic information systems, agricultural management,1
temporal availability, geographic information systems, artificial neural network,1
temporal variation, georgia,1
ternary coding,1
ternary coding, sustainable development,1
terrain,1
terrain analysis,1
tertiary education,1
temperature conditions,1
temperature,1
telephone sets,1
technological forecasting, bp neural network,1
technical presentations, concept development,1
technical specifications for interoperability,1
technical standards,1
technical state,1
technological advances,1
technological challenges, greenhouses, agrometeorology,1
technological parameters,1
telephone circuits,1
technological process, polyelectrolytes,1
technology adoption, united states,1
technology choices, multiobjective optimization,1
tectonics, bedrock geology,1
tehran plain,1
telecommunication networks,1
tertiary education, curricula,1
test errors,1
textile industry,1
three dimensional, sports,1
thermochemical conversion, pyrolysis,1
thermodynamic analysis,1
thermoelectric power plants, auto-regressive integrated moving average,1
thermoelectric power plants, economic factors,1
thickness swelling, particle board, iron,1
three component model,1
three dimensional, three dimensional computer graphics, artificial neural network,1
thermo-sensitive polymer, cements,1
three zones,1
three-dimensional modeling,1
throughput,1
throughput, cacla,1
thrust force,1
thrust force and torque,1
thermoanalysis,1
thermo dynamic analysis, exergy,1
textural feature, nitrogen fertilizers,1
theoretical foundations, artificial intelligence,1
textures, digital image analysis,1
thailand, reservoirs (water),1
the downstream of yellow river,1
the heuristic algorithms,1
the pilot environmental performance index 2006 (pilot epi),1
thematic information, astronomy,1
theoretical model, air pollutants,1
thermal power plants, supply chain management,1
theoretical model, algorithms,1
theoretical model, balkans,1
thermal comfort, building retrofits,1
thermal hydraulics, metadata,1
thermal load,1
thermal power,1
tree crown recognition,1
tree plantations, palm oil,1
virtual reality, china,1
variable effects, neural networks, artificial neural network,1
user modeling,1
user modeling, human computer interaction,1
user request patterns, distributed computer systems,1
utility companies,1
utility functions, environmental protection,1
utilization of resources, energy utilization,1
v2i communication,1
v2i communications,1
v2v and v2i communications,1
v2v communication,1
v2v communications,1
vacuum cleaners, sustainable development,1
validation process,1
vanishing gradient, complex networks,1
variability assessment,1
useful life, condition monitoring,1
use of renewable energies, energy efficiency,1
usage patterns, carbon dioxide,1
urban system,1
urban policy,1
urban population, cities,1
urban renewal, mediterranean coast [spain],1
urban renewal, population statistics, artificial intelligence,1
urban river,1
urban sustainability, crime,1
urban traffic,1
urgent problems, acoustic noise,1
urban water demand,1
urban water distribution networks,1
urban water management, sustainable development, fuzzy mathematics,1
urban water supply infrastructure,1
urban water sustainability,1
urbanization, conservation,1
variability control,1
variance analysis,1
tree species,1
variance analysis, china,1
velocity prediction,1
velocity prediction, vehicle to vehicle communications,1
velocity profile,1
velocity, debris flow mitigation,1
velocity, equivalent consumption minimization strategies (ecms),1
verification,1
verification, components,1
vertical characteristics, geographic information systems,1
very high spatial resolutions, satellite imagery,1
vibration analysis, artificial intelligent techniques,1
vibration measurement, damping coefficients,1
vibrations (mechanical), active control technologies,1
virtual addresses,1
virtual power plants, energy efficiency,1
virtual reality,1
vehicular cyber-physical systems,1
vehicles, sports utility vehicles (suv), civil engineering, classification,1
vehicles, automatic generation control,1
vegetation dynamics, organic carbon,1
variance inflation factor,1
vector,1
vector autoregression,1
vectors, algorithmic procedure,1
vegetable oils, process control,1
vegetable oils, substrates,1
vegetation, accurate models,1
vehicles,1
vegetation, air pollutant concentrations,1
vegetation, artificial neural network (anns),1
vehicle,1
vehicle and grid integration,1
vehicle to infrastructure (v2i),1
vehicle to vehicles,1
urban planning, sustainable development,1
urban planning, microsystems,1
urban noise,1
urban growth, missouri,1
tuners, constant parameters,1
tuners, controller parameter,1
turbines,1
turboprop,1
turbulence,1
turkishs, renewable energy resources, artificial neural network,1
turning, cuckoo searches,1
typological study,1
ubiquitous computing,1
ubiquitous computing, apparent power,1
ultrastructure, animals,1
uncertain informations, fault detection,1
uncertainty,1
uncertainty analysis,1
uncertainty analysis, sustainable development,1
tuners, adaptive control,1
tubular membranes,1
tubular ceramic membranes,1
triticum aestivum,1
tree species, remote sensing, classification,1
trees (mathematics), back propagation neural networks,1
trees (mathematics), building energy analysis,1
trend analysis, argentina,1
trends,1
triflusulfuron methyl,1
trlfp,1
tti, public policy,1
trophic level, pisces,1
tropical environment,1
tropical environments,1
tropical forest, amazonia,1
tropical rain forest, forestry, artificial intelligence,1
tti,1
unclassified drug,1
unclassified drug, activated carbon,1
unclassified drug, alga,1
urban context,1
urban agglomerations, economic and social effects,1
urban area, article,1
urban area, china,1
urban areas,1
urban areas, neural networks,1
urban catchment, catchments,1
urban data analytics,1
upland region,1
urban economy, china,1
urban growth modeling, urban growth, artificial neural network,1
urban growth patterns,1
urban growth simulation,1
urban growth, artificial intelligence techniques,1
urban growth, density-based spatial clustering,1
upper indus basin (uib),1
unsystematic risk,1
unclassified drug, artificial neural network,1
unit commitment,1
unclassified drug, biofuel,1
unconfined aquifer,1
undammed river,1
underground pipeline,1
unified soil classification systems, geographic information systems, algorithm,1
unintended consequences,1
united nations, carbon dioxide,1
unsupervised method, solar energy,1
united states, air pollutants,1
united states, gossypium hirsutum,1
united states, triticum aestivum,1
unsupervised learning,1
unsupervised learning, agglomerative hierarchical clustering,1
unsupervised machine learning,1
scolytinae,1
scientific literature, bioethanol, biodiesel,1
scientific literature,1
network architecture, attention model,1
near infrared,1
near infrared spectroscopy,1
nearest neighbor search,1
nearest neighbors,1
negative entropies,1
negative entropy constraint,1
nei monggol,1
neighborhood,1
neighbourhood,1
nerve cell inhibition,1
nerve cell network,1
nerve net,1
nerve tract,1
nervous system,1
net energy,1
nature-society relations,1
nature conservation,1
natural systems,1
natural gas extraction,1
natural disaster,1
natural environments, pattern recognition,1
natural fiber composites,1
natural fibers,1
natural gas,1
natural gas consumption,1
natural language processing systems,1
natural rivers,1
natural light,1
natural polymers,1
natural processes,1
natural resource management,1
natural resources,1
natural river,1
network,1
network design for sustainable development,1
neural networks, empirical case studies,1
network element,1
neural network modeling,1
neural network modelling,1
neural network prediction,1
neural network training,1
neural networks (ann),1
neural networks and genetic algorithms,1
neural networks model,1
neural networks, accuracy evaluation,1
neural networks, accurate prediction,1
neural networks, anthropomorphic robots,1
neural networks, attractor networks,1
neural networks, automatically generated,1
neural networks, batch reactors,1
neural networks, bp model,1
neural networks, building performance simulations,1
neural network method,1
neural network classifier,1
neural network application,1
network topology designs,1
network environments,1
network evaluation, cybernetics,1
network management,1
network models,1
network security,1
network sustainability,1
network-based,1
neural network (nn) models,1
networks,1
networks (circuits),1
neural architectures,1
neural inhibition,1
neural net,1
neural network (nn),1
natura 2000,1
national science foundations,1
national oceanic and atmospheric administration,1
national level,1
multi-level adaptive neuro-fuzzy,1
multi-objective analysis,1
multi-objective exergetic optimization,1
multi-objective optimization models,1
multi-objective optimization problem,1
multi-objective particle swarm optimization (mopso),1
multi-objective programming,1
multi-polarization,1
multi-source data,1
multi-task learning,1
multi-temporal,1
multi-temporal remote sensing,1
multi-temporal remote sensing imagery,1
multicriteria analysis,1
multicriteria decision-making,1
multi-layered,1
multi-layer perceptron neural network,1
multi-gene genetic programming,1
multi-agent environment,1
multi objective particle swarm optimization,1
multi resolution decomposition,1
multi scale analysis,1
multi sensor,1
multi spectral remote sensing imagery,1
multi temporal remote sensing imagery,1
multi-agent system architecture,1
multi-disciplinary approach,1
multi-agent system model,1
multi-component systems,1
multi-criteria decision making,1
multi-criteria decision models,1
multi-criteria evaluation,1
multi-crop pattern planning,1
multidimension,1
multidisciplinary optimization,1
multilayer neural networks, artificial neural network,1
murat river,1
multivariate statistical techniques,1
multivariate statistics,1
multivariate techniques, spectrum analysis,1
municipal engineers,1
municipal infrastructure,1
municipal water,1
mutual informations,1
multivariate modeling,1
naive bayesian classifier,1
nano layers,1
narx neural networks,1
nasa,1
nash-sutcliffe coefficient,1
national emissions,1
multivariate statistical methods,1
multivariate distributions,1
multilevel determinants,1
multiple-chip product,1
multimedia services,1
multiple criteria decision making,1
multiple criteria decision making (mcdm),1
multiple linear regression analysis,1
multiple linear regression models,1
multiple regression,1
multiresolution decomposition,1
multivariate adaptive regression splines,1
multisensor data fusion,1
multisensor data fusion system,1
multispectral aerial images,1
multispectral satellite image,1
multitask learning,1
multivariant analysis,1
neural networks, developed countries,1
neural networks, fuzzy sets,1
multi objective,1
optical emission spectroscopy,1
ontario [canada],1
ontology,1
operating conditions,1
operating policies,1
operating rule,1
operating zones,1
operation and maintenance,1
operation period,1
operational conditions,1
operational efficiencies,1
operational efficiency,1
operational sustainability index,1
operations and maintenance,1
optical,1
optical character recognition, bangla compound character,1
online health consultations,1
online condition monitoring,1
on currents, fuzzy logic,1
obsolescence,1
numerical method,1
numerical methods,1
numerical results,1
numerical simulation,1
numerical simulation models,1
observed variables,1
occupational exposure,1
older adults,1
occupational risks,1
odisha,1
office buildings,1
oil price,1
oil ratios,1
oils and fats,1
optical data processing,1
optical radar,1
neural networks, industry,1
optical systems,1
optimization process,1
optimizing parameters,1
optimum number,1
ordinary least squares,1
ore grade, asia,1
organic carbon,1
organic matter,1
organic substrate,1
organization,1
organization ability,1
organizational framework,1
organizational strategy,1
organizations,1
original design,1
original model,1
optimization procedures,1
optimization of process parameters,1
optimization modeling, multiobjective optimization, algorithm,1
optimal pumping,1
optimal bandwidth allocation,1
optimal decisions,1
optimal parameter settings,1
optimal performance,1
optimal plant locations,1
optimal power flow,1
optimal rate,1
optimization modeling, dynamic programming,1
optimal solutions,1
optimal systems,1
optimization algorithms,1
optimization framework,1
optimization method,1
optimization model,1
number of state,1
number of iterations,1
nuclear reactors,1
nuclear magnetic resonance imaging,1
nigerian,1
nigerians,1
night-time lights,1
nin like protein 15,1
nitrate,1
nitrates,1
nitrogen,1
nitrogen dioxides,1
nitrogen fertilizers,1
nitrogen response genes,1
niño 3.4,1
nlp15 gene,1
nmvoc,1
nn-based fault detection algorithm,1
no x,1
nigeria,1
niger,1
nickel,1
neuro-fuzzy evaluation of sustainability,1
neural networks, machine design, article,1
neural pathways,1
neural-genetic algorithms,1
neural-network,1
neuro-evolution algorithm,1
neuro-fuzzy approach,1
neuro-fuzzy model,1
ni-based single crystal superalloy,1
neuro-fuzzy reasoning, fuzzy inference,1
neuro-fuzzy techniques, fault detection,1
neuro-fuzzy-based models,1
neurons,1
new approaches,1
new technologies, environmental impact,1
nocturnal activity,1
noise levels,1
noise pollution,1
normal condition,1
nonlinear plants,1
nonlinear plants control,1
nonlinear system,1
nonlinearity,1
nonstationary data,1
nonstationary systems,1
normal distribution,1
nonlinear neural networks,1
north china plain,1
north-western atlantic,1
northeast monsoon rainfall,1
note,1
novel architecture,1
nox,1
nonlinear numerical analysis,1
nonlinear modeling,1
noise reduction,1
non-linearity,1
non real time traffic,1
